tarih,sicaklik_c,yagis_mm,buharlaşma_mm
1994-04-01,13.583893,1.0375977,4.4798365
1994-05-01,17.084137,0.8831024,5.3479934
1994-06-01,20.923248,0.415802,6.9460163
1994-07-01,24.383331,0.207901,7.0548954
1994-08-01,23.82608,0.13923645,6.35932
1994-09-01,22.287872,0.09727478,5.2108316
1994-10-01,15.573151,0.5130768,2.8193145
1994-11-01,5.313629,1.9931793,1.2545623
1994-12-01,0.11392212,1.2626648,0.71273
1995-01-01,2.0169983,0.99754333,0.8774512
1995-02-01,3.6915588,0.705719,1.5447177
1995-03-01,6.1009827,1.5497208,2.4545267
1995-04-01,9.325104,1.5163422,3.2343268
1995-05-01,16.998688,1.2664795,5.3821244
1995-06-01,21.933502,1.2359619,6.3277445
1995-07-01,21.808258,0.8392334,6.0471
1995-08-01,23.81314,0.6198883,6.0038047
1995-09-01,19.956207,0.2670288,4.7022624
1995-10-01,11.38028,0.71525574,2.6858747
1995-11-01,2.5873108,1.8386841,1.3128743
1995-12-01,2.4415588,0.39672852,0.73862445
1996-01-01,0.28457642,0.9765625,0.836473
1996-02-01,4.052887,1.1940002,1.5105121
1996-03-01,3.671051,2.9087067,1.8550828
1996-04-01,8.687653,1.82724,3.162835
1996-05-01,18.21988,0.7610321,5.5164547
1996-06-01,20.947174,0.30136108,6.548349
1996-07-01,25.606964,0.10108948,7.2355046
1996-08-01,24.152252,0.31661987,6.174877
1996-09-01,18.949615,0.15640259,4.6130977
1996-10-01,11.814972,0.8468628,2.444949
1996-11-01,8.832184,0.15258789,1.6997979
1996-12-01,6.065094,1.3046265,0.9384677
1997-01-01,2.0611877,0.60653687,1.088161
1997-02-01,0.5211487,1.1138916,1.4208555
1997-03-01,3.014801,0.8716583,2.2600665
1997-04-01,7.511383,1.7604828,3.264986
1997-05-01,17.592682,1.7967224,5.10804
1997-06-01,20.40445,1.9836426,5.6158414
1997-07-01,23.865387,0.061035156,7.0670657
1997-08-01,22.001984,0.34332275,5.635619
1997-09-01,16.677155,0.9021759,4.206333
1997-10-01,12.896759,1.3008118,2.483856
1997-11-01,7.6982727,0.61416626,1.4276319
1997-12-01,3.4525452,0.7209778,0.8084476
1998-01-01,1.2364807,0.88500977,0.9713173
1998-02-01,2.9291077,0.4749298,1.5896112
1998-03-01,3.986969,1.6479492,2.298318
1998-04-01,12.964996,1.4762878,3.962297
1998-05-01,16.130035,1.3008118,4.546944
1998-06-01,20.935944,0.8010864,5.9412384
1998-07-01,25.250275,0.09918213,7.4486694
1998-08-01,25.506378,0.011444092,6.9120154
1998-09-01,19.8721,0.18501282,4.678745
1998-10-01,14.589874,0.64468384,3.1378381
1998-11-01,9.720978,0.22125244,1.5352815
1998-12-01,3.9635315,1.9664764,0.7689372
1999-01-01,2.8981018,1.2216568,0.9249263
1999-02-01,3.2882385,1.6384125,1.563508
1999-03-01,6.565338,1.2226105,2.402205
1999-04-01,11.897858,0.78964233,3.9473028
1999-05-01,17.613922,0.7648468,5.4843535
1999-06-01,19.881744,1.7662048,5.279753
1999-07-01,24.514435,0.24795532,6.690975
1999-08-01,24.167023,0.5683899,6.0325303
1999-09-01,19.627594,0.29945374,4.4218636
1999-10-01,14.3402405,0.5016327,2.705738
1999-11-01,7.1598206,0.11634827,1.6117729
1999-12-01,4.931671,0.55885315,1.0094643
2000-01-01,-4.575775,1.7929077,0.7888489
2000-02-01,-0.44418335,1.5125275,1.3444685
2000-03-01,4.36026,0.8573532,2.4859867
2000-04-01,12.892731,1.4419556,3.698226
2000-05-01,15.1214905,2.0656586,4.207369
2000-06-01,20.002106,0.8621216,6.0122833
2000-07-01,26.44522,0.0038146973,7.8115053
2000-08-01,23.461945,0.11062622,6.3327065
2000-09-01,19.310333,0.20980835,4.420165
2000-10-01,12.178375,0.5340576,2.516851
2000-11-01,8.380402,0.61416626,1.5461371
2000-12-01,2.5760803,0.76293945,0.793051
2001-01-01,3.384674,0.1449585,1.0313131
2001-02-01,3.2530823,0.7610321,1.5721247
2001-03-01,11.313141,0.6561279,3.2885299
2001-04-01,12.959137,0.5092621,4.434567
2001-05-01,15.484528,2.161026,4.6002603
2001-06-01,22.422272,0.062942505,7.159572
2001-07-01,26.394562,0.14686584,7.4697175
2001-08-01,25.30252,0.13160706,6.4455643
2001-09-01,21.073395,0.118255615,4.915502
2001-10-01,13.308136,0.2708435,3.0909963
2001-11-01,6.809967,2.7065277,1.3123341
2001-12-01,3.0626526,4.049301,0.6864332
2002-01-01,-4.4341736,1.789093,0.676319
2002-02-01,4.358795,0.7381439,1.5971959
2002-03-01,8.376129,1.5201569,2.5897436
2002-04-01,10.309479,2.17247,3.0190573
2002-05-01,15.585846,1.1615753,4.9628916
2002-06-01,20.565826,0.20217896,6.078869
2002-07-01,24.441803,0.7381439,6.852437
2002-08-01,22.848297,0.18119812,6.0167985
2002-09-01,18.213898,0.5760193,4.0717945
2002-10-01,13.808502,0.11444092,2.788119
2002-11-01,8.27005,0.6637573,1.6152971
2002-12-01,-1.6031189,1.3160706,0.6247945
2003-01-01,4.695465,0.9498596,0.93643737
2003-02-01,-1.3514099,2.527237,1.1806935
2003-03-01,2.131256,1.3999939,1.7500818
2003-04-01,9.818268,1.7795563,3.0686893
2003-05-01,17.582672,1.2054443,5.389441
2003-06-01,21.255524,0.2670288,6.679967
2003-07-01,23.988678,0.0019073486,7.124763
2003-08-01,23.905914,0.015258789,6.6085606
2003-09-01,18.393707,0.51498413,4.319113
2003-10-01,14.841461,0.5302429,3.159605
2003-11-01,7.349518,0.8392334,1.4496148
2003-12-01,2.4774475,1.373291,0.78482926
2004-01-01,-0.6048279,2.9697418,0.7429384
2004-02-01,1.1351624,1.3427734,1.3995655
2004-03-01,6.973053,0.6599426,2.8123333
2004-04-01,10.73819,1.7967224,3.6565325
2004-05-01,15.497955,0.8678436,5.0205326
2004-06-01,20.157623,0.63705444,6.019149
2004-07-01,23.095612,0.29945374,6.9747267
2004-08-01,23.599152,0.10108948,6.0748568
2004-09-01,18.762604,0.0076293945,4.870929
2004-10-01,15.076447,0.08392334,3.0326805
2004-11-01,6.625641,1.82724,1.5211589
2004-12-01,2.2191467,0.51403046,0.8886382
2005-01-01,3.0846252,1.1692047,1.0563992
2005-02-01,2.6227112,0.75912476,1.6879663
2005-03-01,7.1703186,0.88882446,2.6915112
2005-04-01,11.582428,1.1787415,3.9290748
2005-05-01,16.27066,0.8239746,5.184207
2005-06-01,20.20694,0.5569458,6.1735063
2005-07-01,25.103546,0.16212463,7.1933494
2005-08-01,24.58963,0.08392334,6.5439754
2005-09-01,18.07547,0.25367737,4.34896
2005-10-01,10.946686,0.69236755,2.4352596
2005-11-01,5.6925354,2.1533966,1.2088753
2005-12-01,3.3216858,0.51403046,0.9824559
2006-01-01,-0.46029663,1.3713837,0.8375868
2006-02-01,2.3934631,1.159668,1.2973212
2006-03-01,7.196686,1.2607574,2.5151968
2006-04-01,12.17569,2.2964478,3.8401113
2006-05-01,15.764069,0.81443787,5.08634
2006-06-01,21.511627,0.28419495,6.704092
2006-07-01,22.952545,0.10871887,6.7335854
2006-08-01,26.366486,0.25558472,6.939862
2006-09-01,18.756866,0.6980896,4.4187455
2006-10-01,14.04068,2.3231506,2.354812
2006-11-01,4.9858704,1.1787415,1.1825786
2006-12-01,0.19363403,0.20599365,0.732325
2007-01-01,0.85220337,1.0299683,1.032006
2007-02-01,1.6297913,1.408577,1.3091117
2007-03-01,6.4635315,1.4438629,2.5164337
2007-04-01,8.945465,0.90789795,3.4028292
2007-05-01,18.70694,0.41007996,5.6387634
2007-06-01,22.219635,0.8087158,6.7035446
2007-07-01,25.11258,0.030517578,7.57806
2007-08-01,25.360504,0.17929077,6.5588245
2007-09-01,19.47586,0.0667572,4.8814116
2007-10-01,14.192291,0.50354004,2.9339306
2007-11-01,7.3434143,2.0046234,1.4005862
2007-12-01,1.6183167,2.2211075,0.77597797
2008-01-01,-2.4163513,0.9422302,0.9085536
2008-02-01,-1.1058044,1.0089874,1.2977682
2008-03-01,9.669342,0.89263916,3.1175241
2008-04-01,13.731354,0.5121231,4.652001
2008-05-01,15.3697815,0.9613037,4.9253144
2008-06-01,21.567291,0.2975464,6.895762
2008-07-01,24.099518,0.036239624,7.3378496
2008-08-01,25.080353,0.020980835,6.714061
2008-09-01,20.063873,0.7019043,4.5862794
2008-10-01,12.808868,0.53977966,2.5494246
2008-11-01,8.563385,0.62942505,1.5385449
2008-12-01,2.0316467,1.1672974,0.86560476
2009-01-01,2.6087952,1.0890961,0.92116743
2009-02-01,3.8336487,1.6260147,1.4537201
2009-03-01,5.2174377,0.9460449,2.4184883
2009-04-01,10.623688,1.5087128,3.4760199
2009-05-01,15.098541,1.7242432,4.7729278
2009-06-01,21.097809,0.50354004,6.6217446
2009-07-01,23.06314,0.497818,6.4654946
2009-08-01,22.208893,0.05340576,6.325845
2009-09-01,17.878082,0.53977966,4.149951
2009-10-01,15.706451,0.45204163,3.08216
2009-11-01,7.24527,1.4457703,1.3374612
2009-12-01,5.268219,1.8234253,0.8304007
2010-01-01,3.4144592,1.3561249,0.9497665
2010-02-01,5.68985,1.6174316,1.6539209
2010-03-01,8.823883,0.5607605,2.9471369
2010-04-01,11.493805,1.6498566,3.7196352
2010-05-01,17.465729,0.5283356,5.510427
2010-06-01,20.521637,1.5869141,5.8348665
2010-07-01,25.546173,0.051498413,7.0666595
2010-08-01,26.733551,0.0076293945,7.0094576
2010-09-01,21.11502,0.30517578,4.8513303
2010-10-01,13.008087,1.5392303,2.4553761
2010-11-01,10.475128,0.04386902,1.9865222
2010-12-01,6.34317,1.6613007,1.0926574
2011-01-01,1.9134827,1.367569,0.8896142
2011-02-01,2.5057678,1.1768341,1.3762825
2011-03-01,5.6910706,1.4677048,2.3350604
2011-04-01,9.889313,2.2659302,3.13342
2011-05-01,13.989166,1.6613007,4.0554705
2011-06-01,19.113678,1.1405945,5.512938
2011-07-01,24.670074,0.062942505,7.157829
2011-08-01,22.987457,0.036239624,6.3124447
2011-09-01,19.225616,0.11444092,4.905004
2011-10-01,11.0399475,0.9365082,2.5868044
2011-11-01,2.5184631,0.57411194,1.2370497
2011-12-01,2.090973,0.97846985,0.8469522
2012-01-01,-1.5110779,2.538681,0.72691214
2012-02-01,-2.5413513,1.5964508,1.0889397
2012-03-01,3.8475647,0.8583069,2.259899
2012-04-01,13.473785,0.57792664,4.4419355
2012-05-01,15.515045,1.4591217,4.616484
2012-06-01,22.463043,0.18310547,6.993808
2012-07-01,25.56717,0.09727478,7.45514
2012-08-01,22.842926,0.061035156,6.260175
2012-09-01,20.246857,0.015258789,4.979279
2012-10-01,15.059235,0.749588,2.8951056
2012-11-01,8.428375,1.5125275,1.3077892
2012-12-01,4.2655334,1.6317368,0.85167956
2013-01-01,2.462799,1.1806488,0.9829514
2013-02-01,5.1715393,1.1749268,1.6275048
2013-03-01,7.8922424,0.61416626,2.771955
2013-04-01,12.115875,1.7375946,3.7376807
2013-05-01,18.317291,0.98991394,5.6961775
2013-06-01,21.213776,0.25177002,6.7613387
2013-07-01,23.259918,0.015258789,7.1662626
2013-08-01,23.409698,0.011444092,6.497849
2013-09-01,18.511505,0.12397766,4.590824
2013-10-01,10.79129,0.6275177,2.8713121
2013-11-01,8.536652,0.57411194,1.6360432
2013-12-01,-0.50961304,0.67710876,0.8500591
2014-01-01,3.2950745,2.0198822,0.88844824
2014-02-01,4.92276,0.5092621,1.7355568
2014-03-01,7.7450256,1.1711121,2.7007236
2014-04-01,12.851471,0.85258484,4.217569
2014-05-01,16.275055,1.2817383,4.970949
2014-06-01,19.97818,1.6326904,5.9150753
2014-07-01,25.27774,0.08773804,7.2144046
2014-08-01,25.392975,0.20980835,6.4411983
2014-09-01,19.132355,0.65231323,4.1871147
2014-10-01,13.512726,0.3643036,2.7556458
2014-11-01,6.887848,1.8501282,1.4001131
2014-12-01,6.1527405,1.0566711,0.8724369
2015-01-01,1.1615295,1.3523102,0.9881072
2015-02-01,3.4405823,2.158165,1.5650392
2015-03-01,7.3246155,1.8901825,2.3124962
2015-04-01,9.563141,0.98991394,3.6079028
2015-05-01,17.059967,1.1920929,5.285427
2015-06-01,18.687653,1.7642975,4.9189477
2015-07-01,24.282623,0.062942505,7.0382915
2015-08-01,24.841827,0.0743866,6.206542
2015-09-01,22.622223,0.2632141,5.1264205
2015-10-01,15.157623,0.6656647,2.687741
2015-11-01,8.532867,0.17166138,1.8714368
2015-12-01,0.096588135,0.047683716,0.85552037
2016-01-01,1.2294006,1.6975403,0.97996366
2016-02-01,7.730133,0.4901886,1.9051247
2016-03-01,8.803619,1.1081696,3.097091
2016-04-01,15.389313,0.24414062,4.8781223
2016-05-01,16.409332,1.5010834,4.894741
2016-06-01,22.532867,0.8583069,6.753374
2016-07-01,25.38504,0.09536743,7.136554
2016-08-01,25.70633,0.1411438,6.3607244
2016-09-01,19.109161,0.43296814,4.5776105
2016-10-01,14.748199,0.25177002,3.0970314
2016-11-01,6.7516174,0.42533875,1.5913024
2016-12-01,-1.0594177,3.118515,0.7227957
2017-01-01,-3.6646423,1.8291473,0.5901717
2017-02-01,0.64785767,0.1296997,1.2737997
2017-03-01,7.426422,2.6197433,2.5203228
2017-04-01,11.2464905,1.2607574,3.9438307
2017-05-01,15.957672,1.2760162,4.958097
2017-06-01,20.825592,1.2359619,5.847722
2017-07-01,25.638947,0.015258789,7.6338873
2017-08-01,24.518707,0.74005127,6.0753
2017-09-01,22.332184,0.07247925,5.2500033
2017-10-01,13.148102,0.31280518,2.889786
2017-11-01,7.2066956,1.1920929,1.5009754
2017-12-01,5.058136,1.3141632,1.0210052
2018-01-01,2.4720764,1.3017654,1.0118968
2018-02-01,7.268463,0.69618225,1.8515736
2018-03-01,10.983551,1.2722015,3.3767447
2018-04-01,14.634674,0.55503845,4.8192368
2018-05-01,18.014069,1.8539429,5.055312
2018-06-01,21.216705,0.875473,6.0883203
2018-07-01,25.441559,0.047683716,7.128183
2018-08-01,24.909698,0.015258789,6.5116434
2018-09-01,20.563263,0.18119812,4.735973
2018-10-01,14.256989,0.94890594,2.8328784
2018-11-01,8.494537,0.97084045,1.5991218
2018-12-01,3.5257874,2.4967194,0.81695616
2019-01-01,1.7303772,2.5939941,0.8393265
2019-02-01,4.815094,1.8043518,1.551684
2019-03-01,7.1979065,1.0433197,2.5682933
2019-04-01,10.421783,1.4858246,3.3775344
2019-05-01,18.237213,0.67710876,5.6874046
2019-06-01,21.32486,2.3670197,5.872607
2019-07-01,22.830719,0.2155304,6.660085
2019-08-01,23.598907,0.25367737,6.0932784
2019-09-01,20.324982,0.06866455,4.864622
2019-10-01,16.396637,0.08392334,3.2198317
2019-11-01,10.086945,0.7133484,1.779139
2019-12-01,4.1542053,2.439499,0.7907636
2020-01-01,1.2914124,2.3422241,0.8645132
2020-02-01,4.0121155,2.002716,1.471132
2020-03-01,8.178619,1.8959045,2.4845264
2020-04-01,11.962311,0.6351471,3.784828
2020-05-01,17.342194,0.7572174,5.6780057
2020-06-01,20.794342,0.6942749,6.2540693
2020-07-01,26.044586,0.0,7.5033197
2020-08-01,24.675323,0.0076293945,6.794043
2020-09-01,23.129791,0.12588501,5.2035265
2020-10-01,17.532745,0.104904175,3.4905634
2020-11-01,6.858307,0.45776367,1.4713631
2020-12-01,5.7408752,0.47683716,0.95715
2021-01-01,3.8629456,1.2893677,1.1575818
2021-02-01,3.8402405,0.5578995,1.8621013
2021-03-01,5.188629,2.090454,2.4013333
2021-04-01,12.738434,0.92697144,4.19651
2021-05-01,19.192047,0.26130676,6.093513
2021-06-01,19.309235,1.5087128,5.4052696
2021-07-01,24.850494,0.034332275,7.1046576
2021-08-01,24.483795,0.15258789,6.425876
2021-09-01,18.186676,0.7095337,4.209075
2021-10-01,13.020416,0.076293945,2.907306
2021-11-01,9.380035,0.8583069,1.66668
2021-12-01,1.9288635,1.9626617,0.87518245
2022-01-01,-0.9480896,3.1375885,0.835903
2022-02-01,2.1590881,1.8558502,1.3003796
2022-03-01,0.7254944,2.1038055,1.9040406
2022-04-01,14.106598,0.49209595,4.777789
2022-05-01,15.471588,1.4038086,4.7033095
2022-06-01,20.624176,1.4724731,5.573936
2022-07-01,22.692535,0.06866455,6.9571624
2022-08-01,25.75528,0.045776367,6.5639725
2022-09-01,20.631378,0.18310547,4.961323
2022-10-01,13.372711,1.2435913,2.4819226
2022-11-01,9.186188,0.2040863,1.789663
2022-12-01,5.493561,0.6008148,1.014486
2023-01-01,3.0541077,0.46157837,1.1471547
2023-02-01,0.16152954,0.7982254,1.6650558
2023-03-01,7.9794006,2.5253296,2.5155804
2023-04-01,10.798492,1.1491776,3.6687553
2023-05-01,15.42691,1.8444061,4.2884684
2023-06-01,19.311676,2.527237,4.9737544
2023-07-01,24.489166,0.1449585,7.3297133
2023-08-01,27.505402,0.078201294,7.0510173
2023-09-01,20.155182,0.6198883,4.8111787
2023-10-01,15.348053,0.47683716,3.0064285
2023-11-01,10.759674,0.9765625,1.852464
2023-12-01,6.1439514,0.82969666,1.0329597
2024-01-01,4.1280823,1.537323,0.9870082
2024-02-01,6.1390686,0.6427765,1.7197952
2024-03-01,8.3055725,1.2187958,2.7801878
2024-04-01,15.957916,0.7457733,4.691243
2024-05-01,15.567535,2.7427673,4.3859034
2024-06-01,24.733551,0.5989075,7.2021112
2024-07-01,25.057037,0.40626526,6.7696905
2024-08-01,24.771027,0.5836487,6.1770825
2024-09-01,20.148468,1.3446808,4.225999
2024-10-01,13.483551,0.032424927,2.9927902
2024-11-01,6.415924,0.8392334,1.4806316
2024-12-01,4.6024475,1.3122559,0.81147254
